Date,Close,High,Low,Open,Volume,Daily_Return,Cumulative_Return,Rolling_Volatility,MA7,MA21,RSI,MACD,MACD_Signal,Sentiment,Target
,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,
2020-02-20,77.54029083251953,78.5933684199213,77.0343310134274,78.10435642626537,100566000,-0.010258935229138344,1.0689534073612237,0.29507404122913056,78.14377920968192,77.30477941603888,53.04139329153275,0.8426592946650544,0.9494519671039828,0,-0.022635327034039254
2020-02-21,75.78514099121094,77.57658617704821,75.16782365547667,77.13356394872008,129554000,-0.022635327034039254,1.0447572974014518,0.3057842925612132,77.91690717424665,77.25984409877232,46.139500416450744,0.6251856450515589,0.8845987026934982,0,-0.04750017869169487
2020-02-24,72.18533325195312,73.63785189891229,70.0186640363075,71.96261786330551,222195200,-0.04750017869169487,0.9951311390854307,0.34562392286435145,76.91328539167132,77.02589343843006,35.83898820081103,0.16051153415942565,0.7397812689866836,0,-0.033872093529593084
2020-02-25,69.74026489257812,73.23841723217687,69.26820072326095,72.85592387195561,230673600,-0.033872093529593084,0.9614239640681185,0.3618897876805224,75.64094979422433,76.68609183175224,30.80807445397943,-0.4004267584174386,0.5117396635058592,0,0.01586358860675574
2020-02-26,70.84659576416016,72.11271051529036,69.35776562363947,69.3650279213828,198054800,0.01586358860675574,0.9766755983107714,0.35637818034402213,74.52389090401786,76.50661977132161,35.23793952428831,-0.7470907442313006,0.25997358195842724,0,-0.0653681534739643
2020-02-27,66.21548461914062,69.23672624207228,66.07991679515257,68.05050408823062,320605600,-0.0653681534739643,0.9128321179061171,0.4003146651010566,72.95101819719586,76.00610242571149,27.345576952941755,-1.3796130951784136,-0.06794375346894091,0,-0.0005850907178664988
2020-02-28,66.17674255371094,67.39928345046577,62.06369649730183,62.279156964871476,426510000,-0.0005850907178664988,0.9122980283069598,0.3883733540518212,71.21283612932477,75.42726135253906,27.290510078739317,-1.8625474882318827,-0.42686450042152924,0,0.0931010645938779
2020-03-02,72.3378677368164,72.97455642499447,67.2322642492319,68.33617811747213,341397200,0.0931010645938779,0.9972339459692335,0.5225152775210009,70.46963282993862,75.14721243722099,45.93598900451582,-1.7282035082028955,-0.6871323019778026,0,-0.0317595300896939
2020-03-03,70.04045104980469,73.59427823904339,69.18830204720706,73.5143929639958,319475600,-0.0317595300896939,0.9655622644557594,0.5117439568837767,69.64896283830915,74.92291150774274,41.647217956467195,-1.7865233335463273,-0.9070105082915076,0,0.04638465538647685
2020-03-04,73.28925323486328,73.44903118653338,70.9628058782761,71.7641114774827,219178400,0.04638465538647685,1.0103495373467262,0.5391423253294679,69.8066656930106,74.86309124174572,48.91118406678865,-1.5526925570609222,-1.0361469180453906,0,-0.032437176568515524
2020-03-05,70.91195678710938,72.51698353207479,70.54640393192855,71.54137556338232,187572800,-0.032437176568515524,0.9775766510078925,0.5359002653483653,69.97405024937221,74.5728745233445,44.54175838547832,-1.54143918605061,-1.1372053716464345,0,-0.013279901430641505
